,BC07_tumor,BC07,BC08_tumor,BC08,BC09_tumor,BC09,BC10_tumor,BC10
Or2ak7,0,0,0,0,0,0,0,0
Or2ak6,0,0,0,0,0,0,0,0
Or2ak5,0,0,0,0,0,0,0,0
Or2w3b,0,0,0,0,0,0,0,0
Or2ak4,0,0,0,0,0,0,0,0
Or2t45,0,0,0,0,0,0,0,0
Or2t44,2,0,0,0,0,0,0,0
Cfap144,15,5,0,5,0,3,0,0
Or5af2,0,0,0,0,0,0,0,0
Or5af1,0,0,0,0,0,0,0,0
Or9e1,0,0,0,0,0,0,0,0
Gm12258,51,66,33,117,92,32,30,41
2810021J22Rik,168,176,188,214,335,177,188,219
Zfp39,105,68,51,183,141,57,61,71
Btnl10,0,0,1,0,0,0,0,0
Rnf187,3931,4251,3968,6281,4968,5769,3698,6477
H2bc27,3,5,0,0,1,0,6,2
H2bc26,0,0,0,5,6,0,0,1
Trim17,59,50,64,76,63,13,74,26
H2ac25,0,0,0,0,0,0,0,0
H3f4,2,4,1,0,0,0,3,0
Trim11,508,358,564,681,692,517,374,612
Obscn,2699,1956,8,3,36,14,5,0
Iba57,127,159,129,215,125,210,120,181
Gjc2,0,7,7,3,3,0,1,1
Guk1,777,713,722,1173,1213,1353,582,1017
Mrpl55,263,264,280,461,482,412,217,303
2310033P09Rik,395,409,436,736,511,609,295,458
Arf1,7699,8442,10196,10737,8304,9637,8951,10575
Wnt3a,0,1,0,0,0,0,0,0
Wnt9a,368,166,255,22,149,36,34,10
Prss38,0,0,0,0,0,0,1,0
Snap47,1099,1135,1488,2219,2071,1211,1197,992
Jmjd4,402,348,433,566,451,592,308,445
Zfp867,65,35,52,79,99,59,45,33
Zkscan17,966,1106,1087,2190,2656,1647,1081,1282
Nlrp3,5,0,18,0,4,10,15,1
Or2b11,0,0,0,0,0,0,0,0
Or2aa1,0,0,0,0,0,0,0,0
Or2w25,0,0,0,0,0,0,0,0
Mprip,6125,5833,13642,8205,9517,9575,9592,13529
Pld6,3,3,0,6,5,1,1,3
Flcn,930,860,753,1085,1329,1389,712,1169
Cops3,1507,1787,1363,2579,2354,2283,1285,1829
Nt5m,213,197,244,334,393,244,216,206
Med9,620,579,562,737,897,708,455,663
Rasd1,622,541,19,5,89,164,3,1
Pemt,138,179,81,166,139,81,85,113
Rai1,3026,2797,2016,2664,2565,2939,1334,2160
Srebf1,2894,2973,2666,4314,3978,2138,3005,2974
Tom1l2,920,914,1169,2285,1409,1254,650,847
Drc3,41,28,14,51,72,23,12,28
Atpaf2,588,778,482,816,874,1075,514,829
Gid4,1464,1462,584,1185,1479,1055,607,1251
Drg2,1187,1487,1346,2146,1889,2145,1192,1965
Myo15a,5,1,0,5,3,4,5,3
Gm53694,6,16,22,27,15,8,9,20
Alkbh5,2275,2702,2636,3338,3831,3357,2797,3538
Llgl1,2818,2324,2009,3164,2626,2098,1965,2698
Flii,1486,1601,3621,3035,2148,2017,2501,2909
Mief2,188,134,179,148,143,88,180,128
Top3a,490,508,424,785,586,553,392,659
Smcr8,993,1064,1132,1395,1357,2181,1080,1987
Shmt1,1860,2111,867,2062,2055,2179,767,2002
Dhrs7b,737,747,608,1222,1160,876,522,748
Tmem11,1058,1099,882,1131,1701,1213,808,1284
Natd1,394,365,428,868,568,194,351,276
Map2k3,1767,1966,2593,2508,1663,4446,1792,3582
Kcnj12,0,5,0,0,2,6,0,0
Tnfrsf13b,13,13,6,3,1,0,1,1
Usp22,2672,3558,2402,5295,4652,3729,2965,3386
Aldh3a1,104,53,35,81,1,7,0,8
Aldh3a2,392,367,1134,702,1175,642,888,759
Slc47a2,0,0,0,0,0,0,0,0
Slc47a1,21,40,1,1,95,3,0,1
Rnf112,1,0,0,1,0,0,2,0
Mfap4,18,12,451,340,416,16,244,4
Mapk7,532,598,815,1182,856,702,803,1029
B9d1,209,225,183,425,231,193,206,232
Epn2,1077,1067,1187,693,1532,1134,1467,1040
Grap,1,1,47,3,24,5,8,0
Slc5a10,0,0,0,2,1,0,3,0
Fam83g,161,125,54,16,126,81,68,113
Prpsap2,627,608,410,1021,560,505,374,624
Ulk2,346,364,1118,1257,1020,502,747,631
Akap10,772,874,817,1123,1150,885,594,898
Specc1,579,435,3812,868,2236,2481,5024,7467
Adora2b,6,2,241,9,85,16,182,81
Zswim7,104,116,208,202,146,115,199,167
Ttc19,302,341,735,629,591,446,487,578
Ncor1,3107,4044,3819,5812,4839,4170,2863,4271
Pigl,281,274,264,320,398,288,165,205
Cenpv,426,267,255,332,1142,571,278,416
Ubb,27064,24533,20864,32128,27408,22133,20934,24972
Trpv2,66,36,996,44,208,7,157,33
Lrrc75a,85,75,590,91,359,74,230,269
Mmgt2,267,312,466,386,352,260,291,377
Zfp287,158,82,181,192,139,99,129,202
Zfp286,116,125,124,179,153,87,121,143
Trim16,273,198,1018,142,257,298,294,510
Fbxw10,6,4,24,7,19,4,14,17
Tvp23b,868,910,928,1012,1266,573,815,673
Cdrt4,3,8,1,2,9,0,1,1
Tekt3,0,0,0,0,0,0,0,0
Pmp22,2346,1884,5286,1390,1662,397,2479,991
Gm29958,0,0,0,0,0,0,0,0
Hs3st3b1,27,49,36,41,28,18,39,49
Cox10,692,760,534,691,706,867,463,728
Hs3st3a1,8,7,1,29,20,3,17,12
Elac2,1288,1823,1093,2281,1658,2635,970,2006
Arhgap44,102,58,175,198,83,90,51,110
Myocd,13,49,42,254,12,3,13,10
Map2k4,927,1159,1789,1735,1204,2003,1146,2189
Zkscan6,154,115,159,217,314,213,152,153
Dnah9,0,2,3,3,0,0,16,2
Shisa6,0,0,90,2,8,0,1,3
Pirt,0,0,0,0,0,0,0,0
Tmem238l,0,0,1,0,0,0,0,0
Tmem220,15,8,25,25,33,5,26,25
Adprm,143,141,159,242,246,205,152,199
Sco1,320,393,305,502,555,507,270,544
Myh3,93,30,71,0,0,1,0,0
Myh2,0,1,0,0,0,0,0,0
Myh1,0,0,80,16,0,1,3,0
Myh4,0,0,9,0,0,0,0,0
Myh8,0,0,30,0,0,0,0,0
Myh13,1,0,2,2,6,1,3,1
Gas7,1225,966,410,1244,1192,430,110,168
Glp2r,62,27,2,1,2,0,2,1
Rcvrn,1,0,0,0,0,0,0,0
Gsg1l2,0,0,0,0,0,0,0,0
Dhrs7c,0,0,2,5,0,0,0,0
Usp43,41,40,15,3,16,7,17,8
Cfap52,0,10,0,0,0,0,1,0
Stx8,293,222,306,317,414,237,236,218
Ntn1,1438,658,845,174,181,122,430,216
Pik3r5,14,7,99,2,32,25,58,135
Pik3r6,5,18,7,0,0,4,2,0
Mfsd6l,0,2,2,0,0,0,1,0
Ccdc42,21,1,0,0,23,2,1,0
Myh10,5214,6662,9315,14798,7043,6816,6592,11261
Ndel1,907,842,1598,1240,1138,1039,1049,1196
Rnf222,0,9,0,0,0,1,0,0
Rpl26,9162,10312,8540,15940,17572,12074,8612,12657
Odf4,4,4,0,1,0,0,0,0
Arhgef15,137,108,111,32,19,5,41,28
Slc25a35,58,26,56,43,19,17,28,26
Rangrf,498,484,303,237,418,992,357,833
Pfas,2240,2494,1707,3562,2907,3396,1464,2947
Ctc1,710,944,903,2132,1061,841,837,1014
Aurkb,1495,1732,1524,2788,2146,2579,1506,2532
Borcs6,176,216,278,326,342,149,233,235
Tmem107,236,233,153,556,428,263,195,322
Vamp2,215,237,440,897,426,262,299,346
Per1,385,427,571,931,677,448,464,703
Hes7,3,0,0,1,0,0,0,2
Aloxe3,1,7,3,2,1,15,10,6
Alox12b,0,0,0,0,0,2,0,0
Alox8,2,0,0,3,0,0,0,0
Gucy2e,0,0,4,17,4,0,1,0
Cntrob,575,510,469,1249,657,490,530,763
Trappc1,463,468,663,874,538,546,407,488
Kcnab3,47,29,26,19,56,40,14,12
Rnf227,151,116,63,179,114,92,52,72
Chd3,4827,9147,4458,5549,4644,2352,6527,6866
Cyb5d1,711,797,944,1491,933,903,867,1306
Naa38,455,334,344,642,469,334,289,441
Tmem88,3,8,65,25,86,23,21,18
Kdm6b,1378,1857,1358,2658,2982,1208,1729,1890
Dnah2,39,42,1,19,8,5,2,4
Efnb3,961,1368,25,59,40,74,26,37
Wrap53,571,597,353,505,458,618,317,516
Trp53,358,208,1872,346,439,119,400,387
Atp1b2,194,136,39,178,233,91,53,98
Shbg,44,30,8,40,36,14,11,14
Sat2,120,142,106,187,319,154,88,64
Fxr2,2534,2895,3083,4235,3042,3273,2382,4051
Sox15,0,0,3,6,9,2,7,7
Mpdu1,608,624,598,823,774,622,520,698
Cd68,78,27,147,71,93,103,144,87
Eif4a1,23152,27244,21544,33655,27543,36090,19955,33306
Senp3,2333,2897,2350,3570,3477,3859,2438,3656
Tnfsfm13,0,0,3,0,3,0,4,5
Tnfsf13,24,15,3,6,12,4,3,5
Tnfsf12,32,6,165,64,71,35,116,97
Polr2a,5633,6582,6299,11810,7182,9529,5211,11192
Slc35g3,4,0,2,3,0,0,2,7
Zbtb4,291,179,1188,441,443,172,568,353
Chrnb1,36,13,181,15,171,188,175,142
Fgf11,18,19,29,12,31,8,12,13
Tmem102,0,0,0,0,0,0,0,0
Spem3,0,0,0,0,0,5,0,0
Spem2,0,2,0,0,0,1,1,0
Spem1,1,0,0,0,0,2,0,1
Nlgn2,998,659,1319,1667,1443,722,1516,1132
Tmem256,459,303,363,361,536,228,408,261
Plscr3,855,671,1316,1460,1117,504,1178,996
Tnk1,1,4,2,0,1,0,4,2
Tmem95,13,5,15,0,11,10,13,17
Kctd11,229,102,701,192,314,294,445,317
Acap1,8,10,9,16,64,25,5,9
2810408A11Rik,25,17,47,111,100,14,44,43
Neurl4,1039,1127,1208,1848,1596,1246,934,1352
Gps2,409,426,484,855,919,698,375,551
Eif5a,27637,30233,21884,35782,29482,44177,23852,43094
Ybx2,2,1,1,3,3,0,4,1
Slc2a4,9,4,24,6,20,0,8,2
Cldn7,4,1,30,0,61,0,4,5
Elp5,976,932,1101,1524,1304,1600,1020,1320
Ctdnep1,1408,1570,1826,2501,1942,1946,1800,2530
Gabarap,1578,1434,3561,3616,2817,1505,2758,2358
Phf23,1131,1312,1455,1638,1677,1604,1380,1926
Dvl2,894,1037,885,1798,1264,1082,1306,1638
Acadvl,1641,1577,1600,2767,2117,1745,1170,1255
Dlg4,603,678,943,1226,934,381,837,1050
Asgr1,0,0,4,9,1,0,4,1
Asgr2,3,14,0,0,0,0,0,0
Mgl2,32,24,0,2,0,0,1,0
Clec10a,0,0,0,0,0,1,0,0
Slc16a11,2,0,33,11,16,22,21,70
Slc16a13,23,19,199,50,140,124,140,257
Bcl6b,70,30,254,12,40,26,127,131
Rnasek,862,730,1054,991,660,778,598,829
Alox12,8,2,7,2,13,17,1,5
Alox12e,15,1,0,0,0,0,0,0
Alox15,16,25,24,63,34,16,15,37
Pelp1,1633,1937,1677,2973,2166,2890,1523,2413
Arrb2,651,632,379,749,1138,584,570,951
Med11,226,213,207,431,259,235,186,315
Cxcl16,38,9,143,16,71,14,100,39
Zmynd15,14,12,25,23,19,18,39,37
Tm4sf5,1,0,1,0,0,0,0,0
Vmo1,0,2,11,0,1,1,2,0
Gltpd2,0,7,4,0,2,0,2,1
Psmb6,3355,2889,2255,3640,3927,3382,2546,3184
Gm40193,0,7,0,0,0,0,0,0
Pld2,79,43,591,115,290,212,393,397
Mink1,1146,1385,1407,1999,1760,1728,1335,2547
Chrne,1,0,0,1,4,1,2,2
4930544D05Rik,0,0,0,0,4,4,2,1
Gp1ba,33,55,11,64,40,23,20,36
Slc25a11,989,1168,1433,2188,1300,1218,1239,1282
Rnf167,698,534,207,463,329,242,210,343
Pfn1,8462,8728,13641,11502,11803,14538,11363,17058
Eno3,794,875,987,1058,1525,656,1498,1826
Spag7,818,930,876,1380,941,985,661,971
Camta2,402,418,1064,779,509,506,544,601
Inca1,19,9,30,28,30,16,9,17
Kif1c,2998,3228,5794,4278,4539,3846,4210,5526
Zfp3,43,17,40,37,68,44,37,35
Scimp,0,0,0,0,1,0,1,0
Rabep1,1187,1661,1482,2562,2551,1937,1470,2539
Nup88,2035,1971,2006,2643,2131,2474,1663,2395
Rpain,196,192,179,286,363,185,134,163
C1qbp,4736,5215,3386,5766,6124,6173,3431,5630
Dhx33,1010,1454,1402,2231,1626,2202,1100,2121
Derl2,585,711,1049,1289,1247,866,793,858
Mis12,717,666,854,995,897,975,823,1063
6330403K07Rik,1,1,1,8,2,2,1,1
Nlrp1a,0,0,0,0,0,0,0,0
Nlrp1b,1,0,15,0,1,0,0,0
Wscd1,2,0,11,2,530,0,7,0
Aipl1,5,8,3,7,13,2,10,9
Pimreg,1341,1444,1017,1662,1722,1298,1566,2097
Pitpnm3,16,31,26,10,6,0,0,2
4933427D14Rik,240,270,281,505,428,321,236,379
Gm57849,4,10,1,21,18,10,7,9
Txndc17,657,699,1139,1186,1139,1073,991,1194
Med31,221,237,139,275,324,259,159,180
4930563E22Rik,41,30,14,37,35,11,7,13
Slc13a5,316,265,10,47,33,4,14,2
Xaf1,1470,123,126,143,192,81,301,131
Fbxo39,4,2,0,0,1,0,0,1
Tekt1,2,0,0,2,0,0,1,0
Smtnl2,19,56,30,30,145,30,22,14
Ggt6,19,11,0,1,0,0,0,0
Mybbp1a,11951,14009,8930,13916,12542,19722,9673,19934
Spns2,2597,3482,243,30,86,59,23,52
Spns3,16,9,2,0,0,0,1,0
Gm12712,16,37,14,29,16,22,28,22
Ube2g1,1402,1607,1318,1834,1812,1524,1142,1500
Ankfy1,1747,1794,2256,3186,2148,2102,1907,2550
Cyb5d2,99,109,123,171,132,162,91,174
Zzef1,742,717,2123,1492,1060,1243,913,1534
Atp2a3,104,22,16,1,36,15,21,3
P2rx1,4,0,27,0,4,0,3,0
Camkk1,21,16,126,129,128,70,107,142
Ncbp3,557,742,869,1182,979,982,721,1031
Itgae,19,18,3,18,13,7,9,14
Haspin,468,462,344,564,601,695,397,755
P2rx5,11,5,93,80,30,43,79,48
Emc6,1012,922,860,1303,1175,1271,709,1136
Tax1bp3,474,410,1567,1265,987,873,1022,1193
Ctns,316,218,206,381,292,223,175,155
Shpk,43,29,38,48,142,25,41,19
Trpv1,0,0,1,1,1,0,2,1
Trpv3,6,3,2,4,14,1,8,2
Aspa,47,2,9,11,7,0,4,3
Spata22,0,1,0,0,0,0,0,0
Or1e1,0,0,0,0,0,0,0,0
Or1e1c,0,0,0,0,0,0,0,0
Or1e16,0,0,0,0,0,0,0,0
Or1e19,0,0,0,0,0,0,0,0
Or1e21,0,0,0,0,0,0,0,0
Or1e22,0,0,0,0,0,0,0,0
Or1e23,0,0,0,0,0,0,0,0
Or1e26,0,0,0,0,0,0,0,0
Or1e25,0,0,0,0,0,0,0,0
Zfp735,0,0,0,0,0,0,0,0
Or1e29,0,0,0,0,0,0,0,0
Or1e30,0,0,0,0,0,0,0,0
Or1e31,0,0,0,0,0,0,0,0
Or1e32,0,0,0,0,0,0,0,0
Or1e33,0,0,0,0,0,0,0,0
Or1e34,0,0,0,0,0,0,0,0
Or1e35,0,0,0,0,0,0,0,0
Or1e17,0,1,0,4,0,0,0,0
Or1e1f,0,0,0,0,0,0,0,0
Or1r1,0,0,0,0,0,0,0,0
Or3a10,0,0,0,0,0,0,0,0
Or3a4,0,0,0,0,0,0,0,0
Zfp616,0,0,0,0,0,0,0,0
Or3a1b,0,0,0,0,0,0,0,0
Or3a1c,0,0,0,0,0,0,0,0
Or1a1,0,0,0,0,0,0,0,0
Or1a1b,0,0,0,0,0,0,0,0
Or1p1c,0,0,0,0,0,0,0,0
Or1p1,0,0,0,0,0,0,0,0
Or3a1,0,0,0,0,0,0,0,0
Or3a1d,0,0,0,0,0,0,0,0
Or1d2,0,0,0,0,0,0,0,0
Rap1gap2,252,152,1236,17,263,92,774,825
Ccdc92b,0,0,0,2,2,0,3,1
Cluh,3652,4787,3215,4385,3679,5736,2889,5562
Pafah1b1,3890,4632,5209,6931,6296,4808,4287,6352
Mettl16,1683,2032,1195,2245,1958,2257,1231,2732
Mnt,920,1080,751,1679,1323,1146,926,1365
Sgsm2,254,321,365,552,673,257,591,484
Tsr1,875,1260,1056,1358,1427,1818,925,2205
Srr,142,175,200,378,354,126,184,210
Smg6,448,501,566,901,761,573,577,788
Hic1,167,208,1415,204,850,643,2104,1057
Ovca2,237,220,233,399,318,303,207,211
Dph1,289,250,328,517,442,456,421,666
Rtn4rl1,109,37,99,32,37,15,185,93
Rpa1,4171,5558,4708,6672,6122,6464,4883,8449
Smyd4,186,211,265,311,398,156,237,240
Serpinf1,2452,1473,11073,11703,8235,1827,8789,5675
Serpinf2,1,3,8,0,2,3,0,7
Wdr81,664,527,1357,1645,777,617,831,988
Tlcd2,127,90,289,39,209,61,207,40
Prpf8,8860,12508,8846,15492,10543,15404,8254,15741
Rilp,11,3,35,22,7,11,18,26
Scarf1,8,14,72,6,14,6,6,5
Slc43a2,147,139,436,919,196,106,112,194
Pitpna,2141,2445,4811,3554,3038,3417,2628,4252
Inpp5k,418,346,440,838,737,365,297,294
Myo1c,3054,3454,19759,6318,6090,8046,6464,10465
Crk,2566,3036,5439,4210,4544,4544,3576,4479
Ywhae,11044,15333,15397,22102,14731,18258,13170,22515
Doc2b,1,4,31,1,19,7,9,8
Rph3al,9,17,14,6,31,15,2,7
Liat1,9,4,1,0,2,0,1,1
Rflnb,1052,1117,765,466,390,301,529,595
Vps53,628,721,831,1412,1051,863,571,702
Tlcd3a,225,181,662,534,372,512,397,595
Gemin4,1138,1463,913,1713,1443,1752,928,1543
Dbil5,7,4,4,17,4,4,4,3
Glod4,560,655,727,1705,1152,573,738,765
Mrm3,264,282,221,453,401,342,220,309
Nxn,1631,1499,3355,2860,2186,1490,4091,2618
Timm22,605,668,657,1065,1017,714,597,687
Abr,2052,2673,1379,1542,650,660,1006,1573
Gm53687,175,289,312,728,76,61,69,247
Bhlha9,0,0,0,1,0,0,0,0
Trarg1,2,4,7,0,2,0,2,3
Gosr1,859,934,1037,1367,1332,1226,856,1123
Cpd,2006,2447,5206,3674,2339,1999,2328,3013
Tmigd1,0,1,0,0,2,0,0,0
Blmh,2105,2756,1277,2430,2182,1378,1446,1725
Slc6a4,51,15,0,0,2,3,0,15
Nsrp1,549,546,522,758,758,633,535,812
Efcab5,10,9,13,34,15,20,23,44
Ssh2,538,599,439,549,696,659,471,687
Coro6,2,12,81,20,9,4,11,10
Ankrd13b,948,907,1257,2433,2337,1160,1224,2069
Git1,1356,1571,1955,2459,3940,3200,2365,3970
Trp53i13,116,127,252,387,274,175,316,238
Abhd15,15,5,35,88,53,29,24,16
Taok1,1710,2195,2662,3127,2319,2781,1943,3211
Nufip2,1786,1897,1887,2285,2225,3298,1551,2766
Cryba1,0,0,0,0,0,0,0,0
Myo18a,2507,2645,1162,1981,2416,1626,889,1738
Gm10277,2,8,1,5,6,1,0,0
Pipox,2,3,4,17,6,1,0,0
Sez6,0,7,3,5,0,0,0,0
Phf12,1102,1165,1233,1421,1396,1227,1162,1771
Dhrs13,300,266,264,489,313,439,211,366
Flot2,717,636,1939,1293,1731,855,1525,1481
Eral1,532,544,411,682,626,712,393,475
Fam222b,386,490,573,652,397,550,388,514
Traf4,1224,1316,1120,1263,2716,1406,1667,2144
Nek8,191,158,206,457,304,231,223,314
Tlcd1,242,204,264,568,281,434,229,236
Rpl23a,14393,15750,11991,25472,25408,18249,14462,21247
Rab34,1815,1686,2186,2739,2570,2727,2409,2707
Proca1,39,13,5,6,13,6,18,20
Supt6,3340,4018,3563,5468,5084,4909,2913,4411
Sdf2,592,483,942,974,729,556,501,626
Bltp2,5220,6406,6183,9015,7350,8128,5945,10314
Rskr,9,6,8,5,15,17,10,13
Spag5,1149,1439,1377,2519,1805,2045,1312,1850
Aldoc,199,144,30,141,642,20,98,14
Pigs,1661,1702,1824,2566,2029,1935,1363,1541
Unc119,174,182,220,396,375,172,278,293
Foxn1,0,1,5,0,3,5,1,3
Slc13a2,0,0,0,0,0,0,0,0
Slc46a1,46,36,117,140,93,84,98,108
Sarm1,15,15,42,180,17,35,13,22
Vtn,0,1,2,1,0,0,0,0
Sebox,5,0,0,2,0,0,0,0
Tmem199,590,670,499,582,793,768,513,862
Poldip2,2163,2383,1771,3197,2973,2182,2071,2524
Tnfaip1,1690,2198,3645,2633,2990,2672,2626,3364
Ift20,492,535,785,886,843,576,702,526
Tmem97,1459,1648,1680,2321,1653,1764,1669,2330
Nlk,418,512,672,522,850,733,523,974
Ccnq,457,406,300,430,509,368,280,405
Lyrm9,159,189,115,198,335,223,107,126
Nos2,36,0,11,0,3,0,27,0
Lgals9,1305,660,1797,250,679,106,1077,579
Ksr1,2049,2087,910,380,1000,377,773,552
Wsb1,1358,1346,2036,1801,2466,1969,1477,2068
Nf1,1246,1483,1502,1901,1854,1428,1162,1484
Omg,2,2,0,0,0,0,0,0
Evi2,0,0,0,0,0,0,0,0
Evi2b,0,0,0,0,0,0,0,0
Evi2a,1,0,7,0,14,0,26,50
Rab11fip4,3020,3847,13,138,120,42,8,5
Utp6,2070,2452,1851,3046,2862,3199,1701,2995
Suz12,2230,3388,2369,4266,3831,4306,2422,4232
Crlf3,772,889,689,1343,1149,1037,668,1046
Atad5,613,703,603,1212,799,942,410,870
Tefm,295,310,250,392,604,279,239,331
Adap2,17,3,65,3,21,12,23,10
Rnf135,47,58,96,347,148,64,98,106
Rhot1,1183,1476,1306,1926,1906,1759,1229,1947
Rhbdl3,27,12,61,42,18,9,24,7
5730455P16Rik,476,473,519,1086,1168,529,449,588
Zfp207,3619,3719,4195,4837,3687,4610,3271,5008
Psmd11,2643,2930,2583,3178,3022,3521,2492,4321
Cdk5r1,55,32,104,123,57,93,135,154
Myo1d,462,568,1168,352,531,313,406,355
Tmem98,674,817,915,661,1209,556,1009,1004
Spaca3,0,0,0,0,0,0,0,0
Asic2,0,2,1,3,4,0,0,0
1700071K01Rik,0,0,0,0,0,0,0,0
Ccl2,844,80,851,66,731,291,2764,493
Ccl7,260,28,820,97,914,500,1900,560
Ccl11,0,0,43,0,29,0,53,7
Ccl12,7,0,3,0,2,0,9,0
Ccl8,8,0,206,1,87,2,21,8
Ccl1,0,5,0,0,0,0,0,0
Tmem132e,0,0,89,1,21,0,15,1
Cct6b,11,4,5,6,6,1,3,3
Zfp830,365,360,271,493,375,425,294,404
Lig3,1577,1964,1569,2975,2140,2449,1605,2152
Rffl,251,228,170,147,225,123,161,158
Rad51d,325,309,417,710,604,400,343,493
Fndc8,8,3,2,1,6,6,1,5
Nle1,996,856,698,1216,1294,1229,686,1105
Unc45b,4,1,14,2,0,1,1,0
Slfn5,23,3,122,1,57,2,38,4
Slfn9,2382,1032,1065,750,781,611,1158,2003
Slfn8,290,26,23,3,45,10,100,69
Slfn2,108,0,429,11,228,13,481,134
Slfn1,0,0,0,0,0,3,1,0
Slfn4,2,0,0,0,3,1,0,0
Slfn3,85,52,30,10,89,42,26,24
Slfn14,0,0,0,0,0,0,0,3
Pex12,201,204,188,313,300,248,171,313
Ap2b1,2007,2335,4036,4537,3475,3061,3268,3529
Rasl10b,0,1,36,22,37,2,19,4
Gas2l2,0,0,0,1,0,0,0,0
1700020L24Rik,8,10,7,34,15,1,19,9
Mmp28,45,20,62,205,29,1,32,18
Taf15,1424,2120,1343,3056,3051,2395,1684,2659
Heatr9,6,0,0,1,0,1,0,0
Ccl5,52,33,0,3,10,302,12,13
Ccl9,31,0,166,9,35,0,324,64
Ccl6,111,0,542,0,310,0,865,8
Ccl3,4,0,23,0,6,0,17,0
Ccl4,7,0,6,0,7,0,17,0
Wfdc17,12,0,11,0,19,0,36,0
Wfdc18,0,0,0,0,1,0,0,0
Wfdc21,0,0,1,1,0,0,0,0
Heatr6,711,680,769,1332,969,887,648,934
Hnf1b,0,1,7,14,4,0,0,0
Ddx52,1060,1347,940,1781,1520,1929,1054,1925
Synrg,459,462,534,952,895,668,490,645
Dusp14,74,101,158,201,313,353,240,312
Tada2a,748,823,610,1300,1295,927,613,957
Acaca,2337,2957,2602,4218,3677,4555,3548,5505
Gm11437,5,2,0,0,0,0,0,0
Aatf,930,1011,793,1661,1414,1595,830,1564
Lhx1,0,2,1,51,0,0,0,0
Mrm1,232,194,237,349,328,188,235,316
Dhrs11,148,99,131,155,166,88,103,171
Ggnbp2,1473,1437,1957,2263,2580,1770,1827,2122
Pigw,147,199,201,227,264,196,144,291
Myo19,814,882,858,899,740,887,637,1292
Znhit3,374,352,224,381,371,348,250,352
Car4,11,11,0,0,1,0,0,0
Usp32,784,857,1102,1097,989,1062,816,1189
Chct1,2,4,0,4,1,0,0,0
Appbp2,800,1290,1028,1400,1253,1462,843,1328
Ppm1d,563,579,332,670,624,543,325,623
Bcas3,508,423,351,705,714,366,308,284
Tbx2,18,16,591,106,2046,296,97,4
Tbx4,35,2,169,5,236,36,315,177
Brip1,354,497,380,778,508,524,401,825
Ints2,1042,1328,1083,2096,1504,1790,967,1674
Med13,1338,1519,1873,2596,1961,2479,1423,2763
Rnft1,799,1002,1841,2054,1404,1122,1039,1192
Rps6kb1,1333,1468,1769,3044,2116,1989,1576,2039
Tubd1,244,229,207,521,244,200,135,193
Vmp1,1371,1230,3404,3213,3661,2640,3016,2785
Ptrh2,659,700,510,1290,1163,524,597,749
Cltc,6299,7874,13211,11881,9406,11182,10392,13732
Dhx40,914,905,940,1589,1781,1382,967,1129
Gm46290,241,500,507,1101,100,71,96,379
Ypel2,357,231,189,688,448,103,101,89
Gdpd1,70,69,259,156,755,347,461,416
Smg8,664,725,800,1118,935,1169,672,1095
Prr11,948,1403,1557,1818,1547,1667,1243,1773
Ska2,480,621,605,905,657,604,480,962
Trim37,1157,1452,1215,2299,1953,1702,1329,2571
Ppm1e,64,50,34,91,69,58,12,76
Rad51c,166,211,163,531,344,119,146,236
Tex14,15,17,11,1,10,4,7,12
Septin4,191,101,208,49,123,8,339,147
Mtmr4,1282,1330,2266,2472,1400,1425,1862,2266
Hsf5,1,1,1,3,0,2,2,7
Rnf43,88,25,48,26,178,264,20,65
Supt4a,952,929,671,1214,871,988,594,919
Tspoap1,42,9,5,21,14,9,5,15
Mpo,1,0,9,3,5,0,6,4
Lpo,0,0,0,0,0,0,0,0
Mks1,147,102,106,246,239,68,100,135
Epx,0,0,0,1,0,0,0,0
Or4d2b,0,0,0,0,0,0,0,0
Or4d2,0,0,0,0,0,0,0,0
Or4d1,0,0,0,0,0,0,0,0
Dynll2,2487,3226,3105,3197,2824,3270,2667,4317
Srsf1,8763,11329,7103,10497,10210,12065,7306,13101
Vezf1,1606,1791,1495,2087,2231,1734,1640,1917
Cuedc1,365,295,561,575,854,377,526,502
Mrps23,880,910,832,1254,1398,1363,736,1053
Ccdc182,0,0,0,0,0,0,0,0
Msi2,2114,2562,953,1725,2267,992,812,783
Akap1,2150,2581,1666,2771,2692,2864,1441,2788
Scpep1,5592,4582,5783,4156,6836,3512,5566,4739
Elobl,2,4,77,12,36,4,0,1
Coil,315,403,313,585,416,446,284,368
Trim25,2514,1759,864,919,1854,1773,1393,1748
Dgke,221,321,339,400,403,494,233,439
Gm525,0,0,0,1,0,2,0,0
Nog,291,336,137,87,444,585,12,14
Ankfn1,0,1,2,0,2,2,0,0
Pctp,242,256,142,238,335,222,102,108
Tmem100,42,32,154,347,57,25,12,1
Mmd,96,82,363,68,244,405,142,276
Smim36,0,0,0,0,0,0,0,0
Hlf,800,710,131,19,259,112,666,316
Stxbp4,342,475,463,987,772,575,450,532
Cox11,297,333,293,383,323,240,272,367
Tom1l1,356,379,443,238,622,305,320,272
Kif2b,0,0,0,0,0,0,0,0
Car10,0,0,0,0,0,0,0,0
Utp18,1226,1448,1212,1610,1842,2118,1239,2130
Mbtd1,1034,1567,493,1319,1678,908,551,853
Nme2,6136,6212,6454,9242,6885,8034,6631,10222
